Graduating Class,Fall Freshman Year,District,District Name,Graduates,Total Cohort,Graduation Rate,Graduation Rate Category,District Office Location
2009,2005,6750,Walnut,11,13,84.62,80.01 - 85.00%,"415 Antique City Dr
Walnut, Iowa 51577
(41.47939086700046, -95.22208391899966)"
2010,2006,6750,Walnut,11,13,84.62,80.01 - 85.00%,"415 Antique City Dr
Walnut, Iowa 51577
(41.47939086700046, -95.22208391899966)"
2011,2007,6750,Walnut,12,12,100.00,95.01 - 100.00%,"415 Antique City Dr
Walnut, Iowa 51577
(41.47939086700046, -95.22208391899966)"
2012,2008,6750,Walnut,14,19,73.68,70.01 - 75.00%,"415 Antique City Dr
Walnut, Iowa 51577
(41.47939086700046, -95.22208391899966)"
2013,2009,6750,Walnut,,,,Not Reportable,"415 Antique City Dr
Walnut, Iowa 51577
(41.47939086700046, -95.22208391899966)"
2009,2005,6759,Wapello,44,52,84.62,80.01 - 85.00%,"406 Mechanic Street
Wapello, Iowa 52653
(41.18236074400045, -91.18841429099967)"
2010,2006,6759,Wapello,39,46,84.78,80.01 - 85.00%,"406 Mechanic Street
Wapello, Iowa 52653
(41.18236074400045, -91.18841429099967)"
2011,2007,6759,Wapello,40,47,85.11,85.01 - 90.00%,"406 Mechanic Street
Wapello, Iowa 52653
(41.18236074400045, -91.18841429099967)"
2012,2008,6759,Wapello,39,45,86.67,85.01 - 90.00%,"406 Mechanic Street
Wapello, Iowa 52653
(41.18236074400045, -91.18841429099967)"
2013,2009,6759,Wapello,48,59,81.36,80.01 - 85.00%,"406 Mechanic Street
Wapello, Iowa 52653
(41.18236074400045, -91.18841429099967)"
2014,2010,6759,Wapello,55,61,90.16,90.01 - 95.00%,"406 Mechanic Street
Wapello, Iowa 52653
(41.18236074300006, -91.18841429199995)"
2009,2005,6762,Wapsie Valley,38,39,97.44,95.01 - 100.00%,"2535 Viking Avenue
Fairbank, Iowa 50629
(42.67999016400046, -92.14065304099967)"
2010,2006,6762,Wapsie Valley,51,52,98.08,95.01 - 100.00%,"2535 Viking Avenue
Fairbank, Iowa 50629
(42.67999016400046, -92.14065304099967)"
2011,2007,6762,Wapsie Valley,45,45,100.00,95.01 - 100.00%,"2535 Viking Avenue
Fairbank, Iowa 50629
(42.67999016400046, -92.14065304099967)"
2012,2008,6762,Wapsie Valley,57,58,98.28,95.01 - 100.00%,"2535 Viking Avenue
Fairbank, Iowa 50629
(42.67999016400046, -92.14065304099967)"
2013,2009,6762,Wapsie Valley,42,43,97.67,95.01 - 100.00%,"2535 Viking Avenue
Fairbank, Iowa 50629
(42.67999016400046, -92.14065304099967)"
2014,2010,6762,Wapsie Valley,57,58,98.28,95.01 - 100.00%,"2535 Viking Avenue
Fairbank, Iowa 50629
(42.67999016300007, -92.14065304099995)"
2009,2005,6768,Washington,141,146,96.58,95.01 - 100.00%,"404 West Main
Washington, Iowa 52353
(41.299488564000455, -91.69585036699965)"
2010,2006,6768,Washington,118,128,92.19,90.01 - 95.00%,"404 West Main
Washington, Iowa 52353
(41.299488564000455, -91.69585036699965)"
2011,2007,6768,Washington,107,120,89.17,85.01 - 90.00%,"404 West Main
Washington, Iowa 52353
(41.299488564000455, -91.69585036699965)"
2012,2008,6768,Washington,109,128,85.16,85.01 - 90.00%,"404 West Main
Washington, Iowa 52353
(41.299488564000455, -91.69585036699965)"
2013,2009,6768,Washington,103,120,85.83,85.01 - 90.00%,"404 West Main
Washington, Iowa 52353
(41.299488564000455, -91.69585036699965)"
2014,2010,6768,Washington,121,141,85.82,85.01 - 90.00%,"404 West Main
Washington, Iowa 52353
(41.29948856400006, -91.69585036799998)"
2009,2005,6795,Waterloo,570,807,70.63,70.01 - 75.00%,"1516 Washington St
Waterloo, Iowa 50702
(42.48582007500045, -92.33209774099964)"
2010,2006,6795,Waterloo,573,779,73.56,70.01 - 75.00%,"1516 Washington St
Waterloo, Iowa 50702
(42.48582007500045, -92.33209774099964)"
2011,2007,6795,Waterloo,567,734,77.25,75.01 - 80.00%,"1516 Washington St
Waterloo, Iowa 50702
(42.48582007500045, -92.33209774099964)"
2012,2008,6795,Waterloo,523,704,74.29,70.01 - 75.00%,"1516 Washington St
Waterloo, Iowa 50702
(42.48582007500045, -92.33209774099964)"
2013,2009,6795,Waterloo,446,633,70.46,70.01 - 75.00%,"1516 Washington St
Waterloo, Iowa 50702
(42.48582007500045, -92.33209774099964)"
2014,2010,6795,Waterloo,517,697,74.18,70.01 - 75.00%,"1516 Washington St
Waterloo, Iowa 50702
(42.48582007500005, -92.33209774099998)"
2009,2005,6822,Waukee,299,306,97.71,95.01 - 100.00%,"560 SE University Avenue
Waukee, Iowa 50263
(41.600393133000466, -93.86192009399969)"
2010,2006,6822,Waukee,288,289,99.65,95.01 - 100.00%,"560 SE University Avenue
Waukee, Iowa 50263
(41.600393133000466, -93.86192009399969)"
2011,2007,6822,Waukee,290,293,98.98,95.01 - 100.00%,"560 SE University Avenue
Waukee, Iowa 50263
(41.600393133000466, -93.86192009399969)"
2012,2008,6822,Waukee,295,301,98.01,95.01 - 100.00%,"560 SE University Avenue
Waukee, Iowa 50263
(41.600393133000466, -93.86192009399969)"
2013,2009,6822,Waukee,366,371,98.65,95.01 - 100.00%,"560 SE University Avenue
Waukee, Iowa 50263
(41.600393133000466, -93.86192009399969)"
2014,2010,6822,Waukee,456,465,98.06,95.01 - 100.00%,"560 SE University Avenue
Waukee, Iowa 50263
(41.60039313300007, -93.86192009399997)"
2009,2005,6840,Waverly-Shell Rock,156,170,91.76,90.01 - 95.00%,"1415 4th Ave SW
Waverly, Iowa 50677
(42.72171198300049, -92.48952134099966)"
2010,2006,6840,Waverly-Shell Rock,162,173,93.64,90.01 - 95.00%,"1415 4th Ave SW
Waverly, Iowa 50677
(42.72171198300049, -92.48952134099966)"
2011,2007,6840,Waverly-Shell Rock,149,164,90.85,90.01 - 95.00%,"1415 4th Ave SW
Waverly, Iowa 50677
(42.72171198300049, -92.48952134099966)"
2012,2008,6840,Waverly-Shell Rock,150,157,95.54,95.01 - 100.00%,"1415 4th Ave SW
Waverly, Iowa 50677
(42.72171198300049, -92.48952134099966)"
2013,2009,6840,Waverly-Shell Rock,163,170,95.88,95.01 - 100.00%,"1415 4th Ave SW
Waverly, Iowa 50677
(42.72171198300049, -92.48952134099966)"
2014,2010,6840,Waverly-Shell Rock,165,173,95.38,95.01 - 100.00%,"1415 4th Ave SW
Waverly, Iowa 50677
(42.721711983000034, -92.48952134099994)"
2009,2005,6854,Wayne,60,62,96.77,95.01 - 100.00%,"102 N Dekalb Street
Corydon, Iowa 50060
(40.75788332900049, -93.32040461499969)"
2010,2006,6854,Wayne,41,41,100.00,95.01 - 100.00%,"102 N Dekalb Street
Corydon, Iowa 50060
(40.75788332900049, -93.32040461499969)"
2011,2007,6854,Wayne,55,59,93.22,90.01 - 95.00%,"102 N Dekalb Street
Corydon, Iowa 50060
(40.75788332900049, -93.32040461499969)"
2012,2008,6854,Wayne,44,46,95.65,95.01 - 100.00%,"102 N Dekalb Street
Corydon, Iowa 50060
(40.75788332900049, -93.32040461499969)"
2013,2009,6854,Wayne,37,40,92.50,90.01 - 95.00%,"102 N Dekalb Street
Corydon, Iowa 50060
(40.75788332900049, -93.32040461499969)"
2014,2010,6854,Wayne,41,43,95.35,95.01 - 100.00%,"102 N Dekalb Street
Corydon, Iowa 50060
(40.75788332900004, -93.32040461499997)"
2009,2005,6867,Webster City,103,112,91.96,90.01 - 95.00%,"825 Beach St
Webster City, Iowa 505951948
(42.46837796200049, -93.8354084829997)"
2010,2006,6867,Webster City,122,129,94.57,90.01 - 95.00%,"825 Beach St
Webster City, Iowa 505951948
(42.46837796200049, -93.8354084829997)"
2011,2007,6867,Webster City,96,113,84.96,80.01 - 85.00%,"825 Beach St
Webster City, Iowa 505951948
(42.46837796200049, -93.8354084829997)"
2012,2008,6867,Webster City,108,121,89.26,85.01 - 90.00%,"825 Beach St
Webster City, Iowa 505951948
(42.46837796200049, -93.8354084829997)"
2013,2009,6867,Webster City,120,128,93.75,90.01 - 95.00%,"825 Beach St
Webster City, Iowa 505951948
(42.46837796200049, -93.8354084829997)"
2014,2010,6867,Webster City,109,121,90.08,90.01 - 95.00%,"825 Beach St
Webster City, Iowa 505951948
(42.468377962000034, -93.83540848299998)"
2009,2005,6921,West Bend-Mallard,33,34,97.06,95.01 - 100.00%,"300 3rd Ave. SW
West Bend, Iowa 505970247
(42.95777177400049, -94.44887027199968)"
2010,2006,6921,West Bend-Mallard,31,33,93.94,90.01 - 95.00%,"300 3rd Ave. SW
West Bend, Iowa 505970247
(42.95777177400049, -94.44887027199968)"
2011,2007,6921,West Bend-Mallard,26,26,100.00,95.01 - 100.00%,"300 3rd Ave. SW
West Bend, Iowa 505970247
(42.95777177400049, -94.44887027199968)"
2012,2008,6921,West Bend-Mallard,28,28,100.00,95.01 - 100.00%,"300 3rd Ave. SW
West Bend, Iowa 505970247
(42.95777177400049, -94.44887027199968)"
2013,2009,6921,West Bend-Mallard,28,28,100.00,95.01 - 100.00%,"300 3rd Ave. SW
West Bend, Iowa 505970247
(42.95777177400049, -94.44887027199968)"
2014,2010,6921,West Bend-Mallard,24,25,96.00,95.01 - 100.00%,"300 3rd Ave. SW
West Bend, Iowa 505970247
(42.95777177400004, -94.44887027099998)"
2009,2005,6930,West Branch,56,63,88.89,85.01 - 90.00%,"148 N Oliphant
West Branch, Iowa 523580637
(41.67427461900047, -91.34874483299967)"
2010,2006,6930,West Branch,51,58,87.93,85.01 - 90.00%,"148 N Oliphant
West Branch, Iowa 523580637
(41.67427461900047, -91.34874483299967)"
2011,2007,6930,West Branch,53,59,89.83,85.01 - 90.00%,"148 N Oliphant
West Branch, Iowa 523580637
(41.67427461900047, -91.34874483299967)"
2012,2008,6930,West Branch,48,56,85.71,85.01 - 90.00%,"148 N Oliphant
West Branch, Iowa 523580637
(41.67427461900047, -91.34874483299967)"
2013,2009,6930,West Branch,61,67,91.04,90.01 - 95.00%,"148 N Oliphant
West Branch, Iowa 523580637
(41.67427461900047, -91.34874483299967)"
2014,2010,6930,West Branch,62,70,88.57,85.01 - 90.00%,"148 N Oliphant
West Branch, Iowa 523580637
(41.67427461900007, -91.34874483299996)"
2009,2005,6937,West Burlington,43,53,81.13,80.01 - 85.00%,"607 Ramsey St
West Burlington, Iowa 52655
(40.82022803600046, -91.15916730499964)"
2010,2006,6937,West Burlington,53,58,91.38,90.01 - 95.00%,"607 Ramsey St
West Burlington, Iowa 52655
(40.82022803600046, -91.15916730499964)"
2011,2007,6937,West Burlington,49,56,87.50,85.01 - 90.00%,"607 Ramsey St
West Burlington, Iowa 52655
(40.82022803600046, -91.15916730499964)"
2012,2008,6937,West Burlington,44,45,97.78,95.01 - 100.00%,"607 Ramsey St
West Burlington, Iowa 52655
(40.82022803600046, -91.15916730499964)"
2013,2009,6937,West Burlington,38,43,88.37,85.01 - 90.00%,"607 Ramsey St
West Burlington, Iowa 52655
(40.82022803600046, -91.15916730499964)"
2014,2010,6937,West Burlington,47,55,85.45,85.01 - 90.00%,"607 Ramsey St
West Burlington, Iowa 52655
(40.82022803600006, -91.15916730499998)"
2009,2005,6943,West Central,22,22,100.00,95.01 - 100.00%,"305 Pember
Maynard, Iowa 506550054
(42.77069202600046, -91.88039982299966)"
2010,2006,6943,West Central,21,22,95.45,95.01 - 100.00%,"305 Pember
Maynard, Iowa 506550054
(42.77069202600046, -91.88039982299966)"
2011,2007,6943,West Central,24,25,96.00,95.01 - 100.00%,"305 Pember
Maynard, Iowa 506550054
(42.77069202600046, -91.88039982299966)"
2012,2008,6943,West Central,25,25,100.00,95.01 - 100.00%,"305 Pember
Maynard, Iowa 506550054
(42.77069202600046, -91.88039982299966)"
2013,2009,6943,West Central,23,23,100.00,95.01 - 100.00%,"305 Pember
Maynard, Iowa 506550054
(42.77069202600046, -91.88039982299966)"
2014,2010,6943,West Central,28,29,96.55,95.01 - 100.00%,"305 Pember
Maynard, Iowa 506550054
(42.77069202600006, -91.88039982299995)"
2009,2005,6264,West Central Valley,52,55,94.55,90.01 - 95.00%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123000048, -94.2992581099997)"
2010,2006,6264,West Central Valley,57,60,95.00,90.01 - 95.00%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123000048, -94.2992581099997)"
2011,2007,6264,West Central Valley,57,61,93.44,90.01 - 95.00%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123000048, -94.2992581099997)"
2012,2008,6264,West Central Valley,59,60,98.33,95.01 - 100.00%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123000048, -94.2992581099997)"
2013,2009,6264,West Central Valley,53,54,98.15,95.01 - 100.00%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123000048, -94.2992581099997)"
2014,2010,6264,West Central Valley,61,66,92.42,90.01 - 95.00%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123000008, -94.29925810999998)"
2009,2005,6950,West Delaware County,150,155,96.77,95.01 - 100.00%,"701 New St
Manchester, Iowa 52057
(42.48920332600045, -91.45374862699964)"
2010,2006,6950,West Delaware County,129,137,94.16,90.01 - 95.00%,"701 New St
Manchester, Iowa 52057
(42.48920332600045, -91.45374862699964)"
2011,2007,6950,West Delaware County,139,143,97.20,95.01 - 100.00%,"701 New St
Manchester, Iowa 52057
(42.48920332600045, -91.45374862699964)"
2012,2008,6950,West Delaware County,131,137,95.62,95.01 - 100.00%,"701 New St
Manchester, Iowa 52057
(42.48920332600045, -91.45374862699964)"
2013,2009,6950,West Delaware County,123,129,95.35,95.01 - 100.00%,"701 New St
Manchester, Iowa 52057
(42.48920332600045, -91.45374862699964)"
2014,2010,6950,West Delaware County,117,122,95.90,95.01 - 100.00%,"701 New St
Manchester, Iowa 52057
(42.48920332700004, -91.45374862699998)"
2009,2005,6957,West Des Moines,584,627,93.14,90.01 - 95.00%,"3550 Mills Civic Parkway
West Des Moines, Iowa 50265
(41.56767293900049, -93.7568204699997)"
2010,2006,6957,West Des Moines,577,626,92.17,90.01 - 95.00%,"3550 Mills Civic Parkway
West Des Moines, Iowa 50265
(41.56767293900049, -93.7568204699997)"
2011,2007,6957,West Des Moines,624,682,91.50,90.01 - 95.00%,"3550 Mills Civic Parkway
West Des Moines, Iowa 50265
(41.56767293900049, -93.7568204699997)"
2012,2008,6957,West Des Moines,631,683,92.39,90.01 - 95.00%,"3550 Mills Civic Parkway
West Des Moines, Iowa 50265
(41.56767293900049, -93.7568204699997)"
2013,2009,6957,West Des Moines,575,635,90.55,90.01 - 95.00%,"3550 Mills Civic Parkway
West Des Moines, Iowa 50265
(41.56767293900049, -93.7568204699997)"
2014,2010,6957,West Des Moines,628,676,92.90,90.01 - 95.00%,"3550 Mills Civic Parkway
West Des Moines, Iowa 50265
(41.56767293900003, -93.75682046999998)"
2009,2005,6961,Western Dubuque,260,264,98.48,95.01 - 100.00%,"310 4th Street SW
Farley, Iowa 520469513
(42.44082139800048, -91.01029701599964)"
2010,2006,6961,Western Dubuque,236,238,99.16,95.01 - 100.00%,"310 4th Street SW
Farley, Iowa 520469513
(42.44082139800048, -91.01029701599964)"
2011,2007,6961,Western Dubuque,256,264,96.97,95.01 - 100.00%,"310 4th Street SW
Farley, Iowa 520469513
(42.44082139800048, -91.01029701599964)"
2012,2008,6961,Western Dubuque,225,233,96.57,95.01 - 100.00%,"310 4th Street SW
Farley, Iowa 520469513
(42.44082139800048, -91.01029701599964)"
2013,2009,6961,Western Dubuque,270,275,98.18,95.01 - 100.00%,"310 4th Street SW
Farley, Iowa 520469513
(42.44082139800048, -91.01029701599964)"
2014,2010,6961,Western Dubuque,242,250,96.80,95.01 - 100.00%,"310 4th Street SW
Farley, Iowa 520469513
(42.440821397000036, -91.01029701599998)"
2012,2008,5922,West Fork,56,58,96.55,95.01 - 100.00%,"210 South Second Street
Rockwell, Iowa 504690060
(42.983997615000476, -93.19082332199969)"
2013,2009,5922,West Fork,58,61,95.08,95.01 - 100.00%,"210 South Second Street
Rockwell, Iowa 504690060
(42.983997615000476, -93.19082332199969)"
2014,2010,5922,West Fork,53,55,96.36,95.01 - 100.00%,"210 South Second Street
Rockwell, Iowa 504690060
(42.982668173000036, -93.19082343799994)"
2009,2005,0819,West Hancock,51,58,87.93,85.01 - 90.00%,"510 9th Ave SW
Britt, Iowa 504230278
(43.09236146000046, -93.81284277699967)"
2010,2006,0819,West Hancock,44,53,83.02,80.01 - 85.00%,"510 9th Ave SW
Britt, Iowa 504230278
(43.09236146000046, -93.81284277699967)"
2011,2007,0819,West Hancock,41,44,93.18,90.01 - 95.00%,"510 9th Ave SW
Britt, Iowa 504230278
(43.09236146000046, -93.81284277699967)"
2012,2008,0819,West Hancock,49,56,87.50,85.01 - 90.00%,"510 9th Ave SW
Britt, Iowa 504230278
(43.09236146000046, -93.81284277699967)"
2013,2009,0819,West Hancock,35,40,87.50,85.01 - 90.00%,"510 9th Ave SW
Britt, Iowa 504230278
(43.09236146000046, -93.81284277699967)"
2014,2010,0819,West Hancock,40,43,93.02,90.01 - 95.00%,"510 9th Ave SW
Britt, Iowa 504230278
(43.09236146000006, -93.81284277699996)"
2009,2005,6969,West Harrison,35,41,85.37,85.01 - 90.00%,"410 Pine St
Mondamin, Iowa 51557
(41.70926302400045, -96.01793039999967)"
2010,2006,6969,West Harrison,42,50,84.00,80.01 - 85.00%,"410 Pine St
Mondamin, Iowa 51557
(41.70926302400045, -96.01793039999967)"
2011,2007,6969,West Harrison,33,39,84.62,80.01 - 85.00%,"410 Pine St
Mondamin, Iowa 51557
(41.70926302400045, -96.01793039999967)"
2012,2008,6969,West Harrison,30,32,93.75,90.01 - 95.00%,"410 Pine St
Mondamin, Iowa 51557
(41.70926302400045, -96.01793039999967)"
2013,2009,6969,West Harrison,36,37,97.30,95.01 - 100.00%,"410 Pine St
Mondamin, Iowa 51557
(41.70926302400045, -96.01793039999967)"
2014,2010,6969,West Harrison,33,34,97.06,95.01 - 100.00%,"410 Pine St
Mondamin, Iowa 51557
(41.70926302300006, -96.01793039999995)"
2009,2005,6975,West Liberty,97,111,87.39,85.01 - 90.00%,"111 W. 7th St
West Liberty, Iowa 52776
(41.5744276150005, -91.26518964799965)"
2010,2006,6975,West Liberty,71,83,85.54,85.01 - 90.00%,"111 W. 7th St
West Liberty, Iowa 52776
(41.5744276150005, -91.26518964799965)"
2011,2007,6975,West Liberty,62,72,86.11,85.01 - 90.00%,"111 W. 7th St
West Liberty, Iowa 52776
(41.5744276150005, -91.26518964799965)"
2012,2008,6975,West Liberty,66,74,89.19,85.01 - 90.00%,"111 W. 7th St
West Liberty, Iowa 52776
(41.5744276150005, -91.26518964799965)"
2013,2009,6975,West Liberty,69,75,92.00,90.01 - 95.00%,"111 W. 7th St
West Liberty, Iowa 52776
(41.5744276150005, -91.26518964799965)"
2014,2010,6975,West Liberty,75,79,94.94,90.01 - 95.00%,"111 W. 7th St
West Liberty, Iowa 52776
(41.57442761500005, -91.26518964799999)"
2009,2005,6983,West Lyon,48,52,92.31,90.01 - 95.00%,"1787 182nd Street
Inwood, Iowa 51240
(43.30215727600046, -96.44397661799968)"
2010,2006,6983,West Lyon,48,51,94.12,90.01 - 95.00%,"1787 182nd Street
Inwood, Iowa 51240
(43.30215727600046, -96.44397661799968)"
2011,2007,6983,West Lyon,51,52,98.08,95.01 - 100.00%,"1787 182nd Street
Inwood, Iowa 51240
(43.30215727600046, -96.44397661799968)"
2012,2008,6983,West Lyon,56,60,93.33,90.01 - 95.00%,"1787 182nd Street
Inwood, Iowa 51240
(43.30215727600046, -96.44397661799968)"
2013,2009,6983,West Lyon,44,45,97.78,95.01 - 100.00%,"1787 182nd Street
Inwood, Iowa 51240
(43.30215727600046, -96.44397661799968)"
2014,2010,6983,West Lyon,51,53,96.23,95.01 - 100.00%,"1787 182nd Street
Inwood, Iowa 51240
(43.30215727600006, -96.44397661799997)"
2009,2005,6985,West Marshall,62,70,88.57,85.01 - 90.00%,"601 3rd St. NW
State Center, Iowa 502470670
(42.018512416000476, -93.17050754399969)"
2010,2006,6985,West Marshall,64,70,91.43,90.01 - 95.00%,"601 3rd St. NW
State Center, Iowa 502470670
(42.018512416000476, -93.17050754399969)"
2011,2007,6985,West Marshall,65,70,92.86,90.01 - 95.00%,"601 3rd St. NW
State Center, Iowa 502470670
(42.018512416000476, -93.17050754399969)"
2012,2008,6985,West Marshall,69,72,95.83,95.01 - 100.00%,"601 3rd St. NW
State Center, Iowa 502470670
(42.018512416000476, -93.17050754399969)"
2013,2009,6985,West Marshall,65,65,100.00,95.01 - 100.00%,"601 3rd St. NW
State Center, Iowa 502470670
(42.018512416000476, -93.17050754399969)"
2014,2010,6985,West Marshall,63,65,96.92,95.01 - 100.00%,"601 3rd St. NW
State Center, Iowa 502470670
(42.01851241500003, -93.17050754399997)"
2009,2005,6987,West Monona,34,40,85.00,80.01 - 85.00%,"1314 15th St
Onawa, Iowa 51040
(42.022885843000495, -96.10381392399967)"
2010,2006,6987,West Monona,47,55,85.45,85.01 - 90.00%,"1314 15th St
Onawa, Iowa 51040
(42.022885843000495, -96.10381392399967)"
2011,2007,6987,West Monona,48,52,92.31,90.01 - 95.00%,"1314 15th St
Onawa, Iowa 51040
(42.022885843000495, -96.10381392399967)"
2012,2008,6987,West Monona,49,51,96.08,95.01 - 100.00%,"1314 15th St
Onawa, Iowa 51040
(42.022885843000495, -96.10381392399967)"
2013,2009,6987,West Monona,46,52,88.46,85.01 - 90.00%,"1314 15th St
Onawa, Iowa 51040
(42.022885843000495, -96.10381392399967)"
2014,2010,6987,West Monona,31,36,86.11,85.01 - 90.00%,"1314 15th St
Onawa, Iowa 51040
(42.02288584300004, -96.10381392399995)"
2009,2005,6990,West Sioux,42,52,80.77,80.01 - 85.00%,"1300 Falcon Drive
Hawarden, Iowa 51023
(43.000411157000485, -96.47390112299968)"
2010,2006,6990,West Sioux,42,49,85.71,85.01 - 90.00%,"1300 Falcon Drive
Hawarden, Iowa 51023
(43.000411157000485, -96.47390112299968)"
2011,2007,6990,West Sioux,40,46,86.96,85.01 - 90.00%,"1300 Falcon Drive
Hawarden, Iowa 51023
(43.000411157000485, -96.47390112299968)"
2012,2008,6990,West Sioux,40,46,86.96,85.01 - 90.00%,"1300 Falcon Drive
Hawarden, Iowa 51023
(43.000411157000485, -96.47390112299968)"
2013,2009,6990,West Sioux,40,44,90.91,90.01 - 95.00%,"1300 Falcon Drive
Hawarden, Iowa 51023
(43.000411157000485, -96.47390112299968)"
2014,2010,6990,West Sioux,28,40,70.00,65.01 - 70.00%,"1300 Falcon Drive
Hawarden, Iowa 51023
(43.00041115700003, -96.47390112299996)"
2009,2005,6992,Westwood,57,65,87.69,85.01 - 90.00%,"1000 Rebel Way
Sloan, Iowa 51055
(42.22891706200045, -96.2178148269997)"
2010,2006,6992,Westwood,53,57,92.98,90.01 - 95.00%,"1000 Rebel Way
Sloan, Iowa 51055
(42.22891706200045, -96.2178148269997)"
2011,2007,6992,Westwood,49,50,98.00,95.01 - 100.00%,"1000 Rebel Way
Sloan, Iowa 51055
(42.22891706200045, -96.2178148269997)"
2012,2008,6992,Westwood,47,54,87.04,85.01 - 90.00%,"1000 Rebel Way
Sloan, Iowa 51055
(42.22891706200045, -96.2178148269997)"
2013,2009,6992,Westwood,51,56,91.07,90.01 - 95.00%,"1000 Rebel Way
Sloan, Iowa 51055
(42.22891706200045, -96.2178148269997)"
2014,2010,6992,Westwood,30,30,100.00,95.01 - 100.00%,"1000 Rebel Way
Sloan, Iowa 51055
(42.22891706200005, -96.21781482699998)"
2009,2005,7002,Whiting,,,,Not Reportable,"606 West St
Whiting, Iowa 51063
(42.127623791000474, -96.15564178599965)"
2010,2006,7002,Whiting,19,19,100.00,95.01 - 100.00%,"606 West St
Whiting, Iowa 51063
(42.127623791000474, -96.15564178599965)"
