reviews,search_term,title,location,summary
,Data Analyst,Data Analyst (Lead),"San Francisco, CA","Independently reviews, analyzes and evaluates business requirements for data impact and data feasibility to enterprise reporting application systems...."
"3,509 reviews",Data Analyst,Enterprise Data Steward,"Pleasanton, CA","The Data Steward is not required to be a Data Analyst or Data Modeler, but an understanding of these activities is key to fulfilling the Stewardship function...."
,Data Analyst,Fiber Analyst,"San Francisco Bay Area, CA",Providing full analysis on fibre network data. Understand and fully interpret Chromatic Dispersion and Polarization Mode Dispersion data....
101 reviews,Data Analyst,Data Scientist - Xchange Leasing,,"
Candidates for this data scientist role must share our enthusiasm for building new financial products that will help our driver partner community...."
102 reviews,Data Analyst,Business Systems Analyst 2,,"
This position will work amid a team of Business System Analysts responsible for understanding business needs relative to our extensive application and services..."
,Data Analyst,HR Systems Analyst,,"
HR Systems Analyst. Experience with auditing and testing data integrity. Assist with clean-up, audit, and conversion of HR data...."
,Data Analyst,Senior Data Scientist,,"
We’re hiring data scientists for a team to tackle a series of greenfield projects. Health data experience is a plus, but it's not necessary - the team includes..."
,Data Analyst,Operations Analyst,,"
EXCELLENT written and oral communication skills (Comfortable with Public Speaking) • Experience with the Salesforce product suite (Certifications preferred but..."
,Data Analyst,Data Scientist / Engineer,,"
Ensuring the accuracy of our data through algorithmic validation (e.g., relating provider data to claims data) and crowdsourcing...."
35 reviews,Data Analyst,Economist / Data Scientist,,"
Economist / Data Scientist. Work with large amounts of data. Zynga’s data science team uses our unique and expansive data to model and predict user behavior,..."
,Data Analyst,"Sr Data Scientist, FitStar",,"
Work with data analysts and data engineers to productionalize especially valuable insights for regular consumption...."
207 reviews,Data Analyst,Principal Data Scientist,,"
Professional experience working with both customer and research data sets. Evaluate, select and test tools used to perform data analysis and regression...."
96 reviews,Data Analyst,Business Intelligence Analyst,,"
Data Warehouse Retirement. Modis' client has an open opportunity for a Business Intelligence Analyst in downtown San Francisco...."
,Data Analyst,Senior Statistical Analyst,"Sunnyvale, CA","Review Data Management Plan, Data validation plan and edit check specifications. Performs data analysis using primarily the SAS programming language for the..."
"12,807 reviews",Data Analyst,Credit Portfolio Consultant 2 (Debit Card Fraud Risk),"San Francisco, CA","Translate complex data from multiple sources, formats, data structure into actionable and tangible strategies...."
10 reviews,Data Analyst,"Analyst, Marketplace","San Bruno, CA",Ecommerce data analytics experience. Analyzes website data and provides insights. The Analytics Analyst will gather and analyze data to solve complex problems...
,Data Analyst,Analyst,"San Francisco, CA","This may include working the finance and accounting team for financial data, analyzing the data and incorporating them into presentation materials...."
"4,180 reviews",Data Analyst,Allocation Analyst,"Dublin, CA",Allocation Analysts play an integral part in the Allocation Department. Attention to Detail. The Allocation Department is responsible for ensuring that all 1100...
,Data Analyst,Business Analyst /Business Systems Analyst,,"
Business Analyst /Business Systems Analyst*. Data and Reporting. The Business Analyst will document, and execute test cases and define implementation strategies..."
,Data Analyst,Data Engineer (San Francisco),,"
Work with engineering, data analysts and product management teams to define, build and manage a wide variety of data sets...."
,Data Analyst,Temporary Intern,,"
Our work combines vast data resources with advanced technology to create innovative and technically rigorous solutions...."
,Data Analyst,Data Analyst,,"
Data analyst, excel, ms office suite, pivot tables,:. The Data Analyst will be responsible for development of trend data, pivot tables and creation of..."
47 reviews,Data Analyst,Contractor - Access Roles Business Support Analyst,,"
Proficient in MS-Office Excel and PowerPoint Ability to handle multiple projects simultaneously in a dynamic, deadline-oriented environment, and make key..."
4 reviews,Data Analyst,Compensation Analyst,,"
Including experience with data analysis, SQL, Excel, Access. Connects to and extracts data from various systems and databases;..."
,Data Analyst,Senior Research Analyst,,"
Expertise with Excel, PowerPoint, Keynote in a MAC environment and specific data analytics tools to mine data...."
37 reviews,Data Analyst,Open Government Technologist / Illuminator,,"
(Ethics Analyst II). Coordinate technology projects to implement the PEC's electronic filing and disclosure programs and utilize open data, data visualization..."
5 reviews,Data Analyst,KPO Analyst,,"
3 to 5 Years of Experience Required. Strongly adept with data, including how to graphically and visually represent it. Up to 3 hours...."
4 reviews,Data Analyst,Compensation / Financial Analyst - VBA & Macro,,"
Including experience with data analysis, SQL, Excel, Access. Connects to and extracts data from various systems and databases;..."
137 reviews,Data Analyst,"Cardiology PACS Administrator, Imaging Systems and Services","Palo Alto, CA","Ability to analyze data, draw conclusions and interpret results. Identify system optimization and enhancements and collaborate with vendors and other ITS..."
4 reviews,Data Analyst,Clinical Director,"San Francisco Bay Area, CA","Applicants must have knowledge of Natural Environment and Discrete Trial teaching, direct observation data collection methodology. Job Title-Clinical Director...."
,Data Analyst,Data Analyst - Pharma/Biotech W2 ONLY,"San Francisco, CA",Data Analyst - Pharma/Biotech W2 ONLY 12 Month Contract. Validate and model data from internal and external sources in support of Strategic Business Analysts...
39 reviews,Data Analyst,"Economic Analyst, Associate","San Francisco, CA",At least one year of relevant business/academic experience in macroeconomic forecasting or handling economic data and doing analysis is highly preferable....
429 reviews,Data Analyst,Director - Quality Engineering : Enterprise Business Solutions,"Menlo Park, CA","Utilizing design for delight and lean startup methodologies, our entrepreneurial employees have brought more than 250 innovations to market – from QuickBooks®,..."
,Data Analyst,Data Quality Analyst (AB),,"
Data Quality Analyst (AB)*. We are seeking a Strong Business Data Analyst with a background in Data Quality. Data Profiling / Testing...."
